StratumID,TransitionGroupID,Amount
Acadian Plains and Hills,Urbanization: High [Type],0.125
Acadian Plains and Hills,Urbanization: Low [Type],0.3125
Acadian Plains and Hills,Urbanization: Medium [Type],0.21875
Acadian Plains and Hills,Urbanization: Open [Type],0.34375
Arizona/New Mexico Mountains,Urbanization: High [Type],0.074074074
Arizona/New Mexico Mountains,Urbanization: Low [Type],0.351851852
Arizona/New Mexico Mountains,Urbanization: Medium [Type],0.166666667
Arizona/New Mexico Mountains,Urbanization: Open [Type],0.407407407
Arizona/New Mexico Plateau,Urbanization: High [Type],0.054794521
Arizona/New Mexico Plateau,Urbanization: Low [Type],0.205479452
Arizona/New Mexico Plateau,Urbanization: Medium [Type],0.342465753
Arizona/New Mexico Plateau,Urbanization: Open [Type],0.397260274
Arkansas Valley,Urbanization: High [Type],0.128571429
Arkansas Valley,Urbanization: Low [Type],0.235714286
Arkansas Valley,Urbanization: Medium [Type],0.314285714
Arkansas Valley,Urbanization: Open [Type],0.321428571
Atlantic Coastal Pine Barrens,Urbanization: High [Type],0.07073955
Atlantic Coastal Pine Barrens,Urbanization: Low [Type],0.344051447
Atlantic Coastal Pine Barrens,Urbanization: Medium [Type],0.21221865
Atlantic Coastal Pine Barrens,Urbanization: Open [Type],0.372990354
Blue Mountains,Urbanization: High [Type],0.041666667
Blue Mountains,Urbanization: Low [Type],0.375
Blue Mountains,Urbanization: Medium [Type],0.166666667
Blue Mountains,Urbanization: Open [Type],0.416666667
Blue Ridge,Urbanization: High [Type],0.025641026
Blue Ridge,Urbanization: Low [Type],0.188034188
Blue Ridge,Urbanization: Medium [Type],0.11965812
Blue Ridge,Urbanization: Open [Type],0.666666667
Boston Mountains,Urbanization: High [Type],0
Boston Mountains,Urbanization: Low [Type],0.142857143
Boston Mountains,Urbanization: Medium [Type],0.285714286
Boston Mountains,Urbanization: Open [Type],0.571428571
Canadian Rockies,Urbanization: High [Type],0
Canadian Rockies,Urbanization: Low [Type],0.5
Canadian Rockies,Urbanization: Medium [Type],0
Canadian Rockies,Urbanization: Open [Type],0.5
Cascades,Urbanization: High [Type],0.75
Cascades,Urbanization: Low [Type],0
Cascades,Urbanization: Medium [Type],0.25
Cascades,Urbanization: Open [Type],0
Central Appalachians,Urbanization: High [Type],0.097826087
Central Appalachians,Urbanization: Low [Type],0.25
Central Appalachians,Urbanization: Medium [Type],0.195652174
Central Appalachians,Urbanization: Open [Type],0.456521739
Central Basin and Range,Urbanization: High [Type],0.095794393
Central Basin and Range,Urbanization: Low [Type],0.331775701
Central Basin and Range,Urbanization: Medium [Type],0.261682243
Central Basin and Range,Urbanization: Open [Type],0.310747664
Central California Foothills and Coastal Mountains,Urbanization: High [Type],0.08974359
Central California Foothills and Coastal Mountains,Urbanization: Low [Type],0.269230769
Central California Foothills and Coastal Mountains,Urbanization: Medium [Type],0.243589744
Central California Foothills and Coastal Mountains,Urbanization: Open [Type],0.397435897
Central California Valley,Urbanization: High [Type],0.098039216
Central California Valley,Urbanization: Low [Type],0.252941176
Central California Valley,Urbanization: Medium [Type],0.339215686
Central California Valley,Urbanization: Open [Type],0.309803922
Central Corn Belt Plains,Urbanization: High [Type],0.111271676
Central Corn Belt Plains,Urbanization: Low [Type],0.315028902
Central Corn Belt Plains,Urbanization: Medium [Type],0.212427746
Central Corn Belt Plains,Urbanization: Open [Type],0.361271676
Central Great Plains,Urbanization: High [Type],0.077380952
Central Great Plains,Urbanization: Low [Type],0.285714286
Central Great Plains,Urbanization: Medium [Type],0.281746032
Central Great Plains,Urbanization: Open [Type],0.35515873
Central Irregular Plains,Urbanization: High [Type],0.099447514
Central Irregular Plains,Urbanization: Low [Type],0.303867403
Central Irregular Plains,Urbanization: Medium [Type],0.251381215
Central Irregular Plains,Urbanization: Open [Type],0.345303867
Chihuahuan Deserts,Urbanization: High [Type],0.058035714
Chihuahuan Deserts,Urbanization: Low [Type],0.223214286
Chihuahuan Deserts,Urbanization: Medium [Type],0.145089286
Chihuahuan Deserts,Urbanization: Open [Type],0.573660714
Coast Range,Urbanization: High [Type],0.117647059
Coast Range,Urbanization: Low [Type],0.235294118
Coast Range,Urbanization: Medium [Type],0.235294118
Coast Range,Urbanization: Open [Type],0.411764706
Colorado Plateaus,Urbanization: High [Type],0.014084507
Colorado Plateaus,Urbanization: Low [Type],0.267605634
Colorado Plateaus,Urbanization: Medium [Type],0.098591549
Colorado Plateaus,Urbanization: Open [Type],0.61971831
Columbia Plateau,Urbanization: High [Type],0.061946903
Columbia Plateau,Urbanization: Low [Type],0.362831858
Columbia Plateau,Urbanization: Medium [Type],0.300884956
Columbia Plateau,Urbanization: Open [Type],0.274336283
Cross Timbers,Urbanization: High [Type],0.059294872
