StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Amount
Lake Agassiz Plain,Intensification: Open to Medium,Intensification,2007,2011,40
Northern Minnesota Wetlands,Intensification: Open to Medium,Intensification,2007,2011,0
Northern Lakes and Forests,Intensification: Open to Medium,Intensification,2007,2011,100
North Central Hardwood Forests,Intensification: Open to Medium,Intensification,2007,2011,480
Driftless Area,Intensification: Open to Medium,Intensification,2007,2011,20
Southeastern Wisconsin Till Plains,Intensification: Open to Medium,Intensification,2007,2011,60
Central Corn Belt Plains,Intensification: Open to Medium,Intensification,2007,2011,360
Eastern Corn Belt Plains,Intensification: Open to Medium,Intensification,2007,2011,340
Southern Michigan/Northern Indiana Drift Plains,Intensification: Open to Medium,Intensification,2007,2011,340
Huron/Erie Lake Plains,Intensification: Open to Medium,Intensification,2007,2011,160
Northeastern Highlands,Intensification: Open to Medium,Intensification,2007,2011,100
Northeastern Coastal Zone,Intensification: Open to Medium,Intensification,2007,2011,780
Northern Allegheny Plateau,Intensification: Open to Medium,Intensification,2007,2011,40
Erie Drift Plain,Intensification: Open to Medium,Intensification,2007,2011,140
North Central Appalachians,Intensification: Open to Medium,Intensification,2007,2011,20
Middle Atlantic Coastal Plain,Intensification: Open to Medium,Intensification,2007,2011,360
Northern Piedmont,Intensification: Open to Medium,Intensification,2007,2011,500
Southeastern Plains,Intensification: Open to Medium,Intensification,2007,2011,1020
Blue Ridge,Intensification: Open to Medium,Intensification,2007,2011,100
Ridge and Valley,Intensification: Open to Medium,Intensification,2007,2011,700
Southwestern Appalachians,Intensification: Open to Medium,Intensification,2007,2011,40
Central Appalachians,Intensification: Open to Medium,Intensification,2007,2011,60
Western Allegheny Plateau,Intensification: Open to Medium,Intensification,2007,2011,120
Interior Plateau,Intensification: Open to Medium,Intensification,2007,2011,360
Interior River Valleys and Hills,Intensification: Open to Medium,Intensification,2007,2011,260
Mississippi Alluvial Plain,Intensification: Open to Medium,Intensification,2007,2011,240
Mississippi Valley Loess Plains,Intensification: Open to Medium,Intensification,2007,2011,460
Southern Coastal Plain,Intensification: Open to Medium,Intensification,2007,2011,1680
Southern Florida Coastal Plain,Intensification: Open to Medium,Intensification,2007,2011,260
North Cascades,Intensification: Open to Medium,Intensification,2007,2011,0
Klamath Mountains/California High North Coast Range,Intensification: Open to Medium,Intensification,2007,2011,40
Madrean Archipelago,Intensification: Open to Medium,Intensification,2007,2011,20
Northern Basin and Range,Intensification: Open to Medium,Intensification,2007,2011,20
Sonoran Basin and Range,Intensification: Open to Medium,Intensification,2007,2011,520
Acadian Plains and Hills,Intensification: Open to Medium,Intensification,2007,2011,40
Eastern Great Lakes Lowlands,Intensification: Open to Medium,Intensification,2007,2011,180
Atlantic Coastal Pine Barrens,Intensification: Open to Medium,Intensification,2007,2011,380
Southern California/Northern Baja Coast,Intensification: Open to Medium,Intensification,2007,2011,740
Coast Range,Intensification: Open to Medium,Intensification,2012,2016,20
Puget Lowland,Intensification: Open to Medium,Intensification,2012,2016,280
Willamette Valley,Intensification: Open to Medium,Intensification,2012,2016,20
Cascades,Intensification: Open to Medium,Intensification,2012,2016,0
Sierra Nevada,Intensification: Open to Medium,Intensification,2012,2016,0
Central California Foothills and Coastal Mountains,Intensification: Open to Medium,Intensification,2012,2016,160
Central California Valley,Intensification: Open to Medium,Intensification,2012,2016,340
Southern California Mountains,Intensification: Open to Medium,Intensification,2012,2016,60
Eastern Cascades Slopes and Foothills,Intensification: Open to Medium,Intensification,2012,2016,0
Columbia Plateau,Intensification: Open to Medium,Intensification,2012,2016,100
Blue Mountains,Intensification: Open to Medium,Intensification,2012,2016,0
Snake River Plain,Intensification: Open to Medium,Intensification,2012,2016,60
Central Basin and Range,Intensification: Open to Medium,Intensification,2012,2016,160
Mojave Basin and Range,Intensification: Open to Medium,Intensification,2012,2016,60
Northern Rockies,Intensification: Open to Medium,Intensification,2012,2016,40
Idaho Batholith,Intensification: Open to Medium,Intensification,2012,2016,0
Middle Rockies,Intensification: Open to Medium,Intensification,2012,2016,60
Wyoming Basin,Intensification: Open to Medium,Intensification,2012,2016,40
Wasatch and Uinta Mountains,Intensification: Open to Medium,Intensification,2012,2016,0
Colorado Plateaus,Intensification: Open to Medium,Intensification,2012,2016,20
Southern Rockies,Intensification: Open to Medium,Intensification,2012,2016,40
Arizona/New Mexico Plateau,Intensification: Open to Medium,Intensification,2012,2016,60
Arizona/New Mexico Mountains,Intensification: Open to Medium,Intensification,2012,2016,20
Chihuahuan Deserts,Intensification: Open to Medium,Intensification,2012,2016,120
High Plains,Intensification: Open to Medium,Intensification,2012,2016,360
Southwestern Tablelands,Intensification: Open to Medium,Intensification,2012,2016,80
Central Great Plains,Intensification: Open to Medium,Intensification,2012,2016,360
Flint Hills,Intensification: Open to Medium,Intensification,2012,2016,0
Cross Timbers,Intensification: Open to Medium,Intensification,2012,2016,480
Edwards Plateau,Intensification: Open to Medium,Intensification,2012,2016,300
Southern Texas Plains,Intensification: Open to Medium,Intensification,2012,2016,80
Texas Blackland Prairies,Intensification: Open to Medium,Intensification,2012,2016,720
East Central Texas Plains,Intensification: Open to Medium,Intensification,2012,2016,160
Western Gulf Coastal Plain,Intensification: Open to Medium,Intensification,2012,2016,680
South Central Plains,Intensification: Open to Medium,Intensification,2012,2016,220
Ouachita Mountains,Intensification: Open to Medium,Intensification,2012,2016,20
Arkansas Valley,Intensification: Open to Medium,Intensification,2012,2016,80
Boston Mountains,Intensification: Open to Medium,Intensification,2012,2016,0
Ozark Highlands,Intensification: Open to Medium,Intensification,2012,2016,160
Central Irregular Plains,Intensification: Open to Medium,Intensification,2012,2016,180
Canadian Rockies,Intensification: Open to Medium,Intensification,2012,2016,0
Northwestern Glaciated Plains,Intensification: Open to Medium,Intensification,2012,2016,0
Northwestern Great Plains,Intensification: Open to Medium,Intensification,2012,2016,120
Nebraska Sand Hills,Intensification: Open to Medium,Intensification,2012,2016,0
Piedmont,Intensification: Open to Medium,Intensification,2012,2016,880
Northern Glaciated Plains,Intensification: Open to Medium,Intensification,2012,2016,60
Western Corn Belt Plains,Intensification: Open to Medium,Intensification,2012,2016,200
Lake Agassiz Plain,Intensification: Open to Medium,Intensification,2012,2016,60
Northern Minnesota Wetlands,Intensification: Open to Medium,Intensification,2012,2016,0
Northern Lakes and Forests,Intensification: Open to Medium,Intensification,2012,2016,200
North Central Hardwood Forests,Intensification: Open to Medium,Intensification,2012,2016,380
Driftless Area,Intensification: Open to Medium,Intensification,2012,2016,40
Southeastern Wisconsin Till Plains,Intensification: Open to Medium,Intensification,2012,2016,160
Central Corn Belt Plains,Intensification: Open to Medium,Intensification,2012,2016,180
Eastern Corn Belt Plains,Intensification: Open to Medium,Intensification,2012,2016,640
Southern Michigan/Northern Indiana Drift Plains,Intensification: Open to Medium,Intensification,2012,2016,460
Huron/Erie Lake Plains,Intensification: Open to Medium,Intensification,2012,2016,200
Northeastern Highlands,Intensification: Open to Medium,Intensification,2012,2016,60
Northeastern Coastal Zone,Intensification: Open to Medium,Intensification,2012,2016,500
Northern Allegheny Plateau,Intensification: Open to Medium,Intensification,2012,2016,20
Erie Drift Plain,Intensification: Open to Medium,Intensification,2012,2016,220
North Central Appalachians,Intensification: Open to Medium,Intensification,2012,2016,60
Middle Atlantic Coastal Plain,Intensification: Open to Medium,Intensification,2012,2016,480
Northern Piedmont,Intensification: Open to Medium,Intensification,2012,2016,460
Southeastern Plains,Intensification: Open to Medium,Intensification,2012,2016,980
Blue Ridge,Intensification: Open to Medium,Intensification,2012,2016,60
Ridge and Valley,Intensification: Open to Medium,Intensification,2012,2016,560
Southwestern Appalachians,Intensification: Open to Medium,Intensification,2012,2016,120
Central Appalachians,Intensification: Open to Medium,Intensification,2012,2016,100
Western Allegheny Plateau,Intensification: Open to Medium,Intensification,2012,2016,340
Interior Plateau,Intensification: Open to Medium,Intensification,2012,2016,560
Interior River Valleys and Hills,Intensification: Open to Medium,Intensification,2012,2016,200
Mississippi Alluvial Plain,Intensification: Open to Medium,Intensification,2012,2016,220
Mississippi Valley Loess Plains,Intensification: Open to Medium,Intensification,2012,2016,300
Southern Coastal Plain,Intensification: Open to Medium,Intensification,2012,2016,1620
Southern Florida Coastal Plain,Intensification: Open to Medium,Intensification,2012,2016,240
North Cascades,Intensification: Open to Medium,Intensification,2012,2016,0
Klamath Mountains/California High North Coast Range,Intensification: Open to Medium,Intensification,2012,2016,20
Madrean Archipelago,Intensification: Open to Medium,Intensification,2012,2016,0
Northern Basin and Range,Intensification: Open to Medium,Intensification,2012,2016,0
Sonoran Basin and Range,Intensification: Open to Medium,Intensification,2012,2016,220
Acadian Plains and Hills,Intensification: Open to Medium,Intensification,2012,2016,100
Eastern Great Lakes Lowlands,Intensification: Open to Medium,Intensification,2012,2016,100
Atlantic Coastal Pine Barrens,Intensification: Open to Medium,Intensification,2012,2016,300
Southern California/Northern Baja Coast,Intensification: Open to Medium,Intensification,2012,2016,760
Coast Range,Intensification: Open to High,Intensification,2001,2006,0
Puget Lowland,Intensification: Open to High,Intensification,2001,2006,60
Willamette Valley,Intensification: Open to High,Intensification,2001,2006,60
Cascades,Intensification: Open to High,Intensification,2001,2006,0
Sierra Nevada,Intensification: Open to High,Intensification,2001,2006,0
Central California Foothills and Coastal Mountains,Intensification: Open to High,Intensification,2001,2006,280
Central California Valley,Intensification: Open to High,Intensification,2001,2006,240
Southern California Mountains,Intensification: Open to High,Intensification,2001,2006,0
Eastern Cascades Slopes and Foothills,Intensification: Open to High,Intensification,2001,2006,0
Columbia Plateau,Intensification: Open to High,Intensification,2001,2006,20
Blue Mountains,Intensification: Open to High,Intensification,2001,2006,0
Snake River Plain,Intensification: Open to High,Intensification,2001,2006,0
Central Basin and Range,Intensification: Open to High,Intensification,2001,2006,60
Mojave Basin and Range,Intensification: Open to High,Intensification,2001,2006,100
Northern Rockies,Intensification: Open to High,Intensification,2001,2006,0
Idaho Batholith,Intensification: Open to High,Intensification,2001,2006,0
Middle Rockies,Intensification: Open to High,Intensification,2001,2006,20
Wyoming Basin,Intensification: Open to High,Intensification,2001,2006,0
Wasatch and Uinta Mountains,Intensification: Open to High,Intensification,2001,2006,0
Colorado Plateaus,Intensification: Open to High,Intensification,2001,2006,0
Southern Rockies,Intensification: Open to High,Intensification,2001,2006,0
Arizona/New Mexico Plateau,Intensification: Open to High,Intensification,2001,2006,40
Arizona/New Mexico Mountains,Intensification: Open to High,Intensification,2001,2006,0
Chihuahuan Deserts,Intensification: Open to High,Intensification,2001,2006,20
High Plains,Intensification: Open to High,Intensification,2001,2006,60
Southwestern Tablelands,Intensification: Open to High,Intensification,2001,2006,0
Central Great Plains,Intensification: Open to High,Intensification,2001,2006,120
Flint Hills,Intensification: Open to High,Intensification,2001,2006,0
Cross Timbers,Intensification: Open to High,Intensification,2001,2006,140
Edwards Plateau,Intensification: Open to High,Intensification,2001,2006,100
Southern Texas Plains,Intensification: Open to High,Intensification,2001,2006,0
Texas Blackland Prairies,Intensification: Open to High,Intensification,2001,2006,160
East Central Texas Plains,Intensification: Open to High,Intensification,2001,2006,20
Western Gulf Coastal Plain,Intensification: Open to High,Intensification,2001,2006,280
South Central Plains,Intensification: Open to High,Intensification,2001,2006,80
Ouachita Mountains,Intensification: Open to High,Intensification,2001,2006,40
Arkansas Valley,Intensification: Open to High,Intensification,2001,2006,40
Boston Mountains,Intensification: Open to High,Intensification,2001,2006,0
Ozark Highlands,Intensification: Open to High,Intensification,2001,2006,80
Central Irregular Plains,Intensification: Open to High,Intensification,2001,2006,100
Canadian Rockies,Intensification: Open to High,Intensification,2001,2006,0
Northwestern Glaciated Plains,Intensification: Open to High,Intensification,2001,2006,0
Northwestern Great Plains,Intensification: Open to High,Intensification,2001,2006,40
Nebraska Sand Hills,Intensification: Open to High,Intensification,2001,2006,0
Piedmont,Intensification: Open to High,Intensification,2001,2006,80
Northern Glaciated Plains,Intensification: Open to High,Intensification,2001,2006,60
Western Corn Belt Plains,Intensification: Open to High,Intensification,2001,2006,80
Lake Agassiz Plain,Intensification: Open to High,Intensification,2001,2006,20
Northern Minnesota Wetlands,Intensification: Open to High,Intensification,2001,2006,0
Northern Lakes and Forests,Intensification: Open to High,Intensification,2001,2006,20
North Central Hardwood Forests,Intensification: Open to High,Intensification,2001,2006,180
Driftless Area,Intensification: Open to High,Intensification,2001,2006,20
Southeastern Wisconsin Till Plains,Intensification: Open to High,Intensification,2001,2006,160
Central Corn Belt Plains,Intensification: Open to High,Intensification,2001,2006,140
Eastern Corn Belt Plains,Intensification: Open to High,Intensification,2001,2006,140
Southern Michigan/Northern Indiana Drift Plains,Intensification: Open to High,Intensification,2001,2006,200
Huron/Erie Lake Plains,Intensification: Open to High,Intensification,2001,2006,40
Northeastern Highlands,Intensification: Open to High,Intensification,2001,2006,0
Northeastern Coastal Zone,Intensification: Open to High,Intensification,2001,2006,180
Northern Allegheny Plateau,Intensification: Open to High,Intensification,2001,2006,0
Erie Drift Plain,Intensification: Open to High,Intensification,2001,2006,80
North Central Appalachians,Intensification: Open to High,Intensification,2001,2006,20
Middle Atlantic Coastal Plain,Intensification: Open to High,Intensification,2001,2006,220
Northern Piedmont,Intensification: Open to High,Intensification,2001,2006,220
Southeastern Plains,Intensification: Open to High,Intensification,2001,2006,180
Blue Ridge,Intensification: Open to High,Intensification,2001,2006,20
Ridge and Valley,Intensification: Open to High,Intensification,2001,2006,160
Southwestern Appalachians,Intensification: Open to High,Intensification,2001,2006,0
Central Appalachians,Intensification: Open to High,Intensification,2001,2006,20
Western Allegheny Plateau,Intensification: Open to High,Intensification,2001,2006,80
Interior Plateau,Intensification: Open to High,Intensification,2001,2006,260
Interior River Valleys and Hills,Intensification: Open to High,Intensification,2001,2006,40
Mississippi Alluvial Plain,Intensification: Open to High,Intensification,2001,2006,100
Mississippi Valley Loess Plains,Intensification: Open to High,Intensification,2001,2006,120
Southern Coastal Plain,Intensification: Open to High,Intensification,2001,2006,440
Southern Florida Coastal Plain,Intensification: Open to High,Intensification,2001,2006,60
North Cascades,Intensification: Open to High,Intensification,2001,2006,0
Klamath Mountains/California High North Coast Range,Intensification: Open to High,Intensification,2001,2006,20
Madrean Archipelago,Intensification: Open to High,Intensification,2001,2006,0
Northern Basin and Range,Intensification: Open to High,Intensification,2001,2006,0
Sonoran Basin and Range,Intensification: Open to High,Intensification,2001,2006,80
Acadian Plains and Hills,Intensification: Open to High,Intensification,2001,2006,40
Eastern Great Lakes Lowlands,Intensification: Open to High,Intensification,2001,2006,100
Atlantic Coastal Pine Barrens,Intensification: Open to High,Intensification,2001,2006,100
Southern California/Northern Baja Coast,Intensification: Open to High,Intensification,2001,2006,380
Coast Range,Intensification: Open to High,Intensification,2007,2011,0
Puget Lowland,Intensification: Open to High,Intensification,2007,2011,0
Willamette Valley,Intensification: Open to High,Intensification,2007,2011,0
Cascades,Intensification: Open to High,Intensification,2007,2011,0
Sierra Nevada,Intensification: Open to High,Intensification,2007,2011,0
Central California Foothills and Coastal Mountains,Intensification: Open to High,Intensification,2007,2011,0
Central California Valley,Intensification: Open to High,Intensification,2007,2011,160
Southern California Mountains,Intensification: Open to High,Intensification,2007,2011,0
Eastern Cascades Slopes and Foothills,Intensification: Open to High,Intensification,2007,2011,0
Columbia Plateau,Intensification: Open to High,Intensification,2007,2011,0
Blue Mountains,Intensification: Open to High,Intensification,2007,2011,0
Snake River Plain,Intensification: Open to High,Intensification,2007,2011,20
Central Basin and Range,Intensification: Open to High,Intensification,2007,2011,80
Mojave Basin and Range,Intensification: Open to High,Intensification,2007,2011,60
Northern Rockies,Intensification: Open to High,Intensification,2007,2011,0
Idaho Batholith,Intensification: Open to High,Intensification,2007,2011,0
Middle Rockies,Intensification: Open to High,Intensification,2007,2011,0
Wyoming Basin,Intensification: Open to High,Intensification,2007,2011,20
Wasatch and Uinta Mountains,Intensification: Open to High,Intensification,2007,2011,20
Colorado Plateaus,Intensification: Open to High,Intensification,2007,2011,20
Southern Rockies,Intensification: Open to High,Intensification,2007,2011,0
Arizona/New Mexico Plateau,Intensification: Open to High,Intensification,2007,2011,0
Arizona/New Mexico Mountains,Intensification: Open to High,Intensification,2007,2011,0
Chihuahuan Deserts,Intensification: Open to High,Intensification,2007,2011,0
High Plains,Intensification: Open to High,Intensification,2007,2011,60
Southwestern Tablelands,Intensification: Open to High,Intensification,2007,2011,0
Central Great Plains,Intensification: Open to High,Intensification,2007,2011,100
Flint Hills,Intensification: Open to High,Intensification,2007,2011,20
Cross Timbers,Intensification: Open to High,Intensification,2007,2011,60
Edwards Plateau,Intensification: Open to High,Intensification,2007,2011,20
Southern Texas Plains,Intensification: Open to High,Intensification,2007,2011,40
Texas Blackland Prairies,Intensification: Open to High,Intensification,2007,2011,140
East Central Texas Plains,Intensification: Open to High,Intensification,2007,2011,20
Western Gulf Coastal Plain,Intensification: Open to High,Intensification,2007,2011,440
South Central Plains,Intensification: Open to High,Intensification,2007,2011,120
Ouachita Mountains,Intensification: Open to High,Intensification,2007,2011,0
Arkansas Valley,Intensification: Open to High,Intensification,2007,2011,0
Boston Mountains,Intensification: Open to High,Intensification,2007,2011,0
Ozark Highlands,Intensification: Open to High,Intensification,2007,2011,40
Central Irregular Plains,Intensification: Open to High,Intensification,2007,2011,60
Canadian Rockies,Intensification: Open to High,Intensification,2007,2011,0
Northwestern Glaciated Plains,Intensification: Open to High,Intensification,2007,2011,0
Northwestern Great Plains,Intensification: Open to High,Intensification,2007,2011,0
Nebraska Sand Hills,Intensification: Open to High,Intensification,2007,2011,0
Piedmont,Intensification: Open to High,Intensification,2007,2011,220
Northern Glaciated Plains,Intensification: Open to High,Intensification,2007,2011,0
Western Corn Belt Plains,Intensification: Open to High,Intensification,2007,2011,140
Lake Agassiz Plain,Intensification: Open to High,Intensification,2007,2011,20
Northern Minnesota Wetlands,Intensification: Open to High,Intensification,2007,2011,0
Northern Lakes and Forests,Intensification: Open to High,Intensification,2007,2011,40
North Central Hardwood Forests,Intensification: Open to High,Intensification,2007,2011,100
Driftless Area,Intensification: Open to High,Intensification,2007,2011,20
Southeastern Wisconsin Till Plains,Intensification: Open to High,Intensification,2007,2011,40
Central Corn Belt Plains,Intensification: Open to High,Intensification,2007,2011,80
Eastern Corn Belt Plains,Intensification: Open to High,Intensification,2007,2011,220
Southern Michigan/Northern Indiana Drift Plains,Intensification: Open to High,Intensification,2007,2011,180
Huron/Erie Lake Plains,Intensification: Open to High,Intensification,2007,2011,160
Northeastern Highlands,Intensification: Open to High,Intensification,2007,2011,0
Northeastern Coastal Zone,Intensification: Open to High,Intensification,2007,2011,160
Northern Allegheny Plateau,Intensification: Open to High,Intensification,2007,2011,0
Erie Drift Plain,Intensification: Open to High,Intensification,2007,2011,60
North Central Appalachians,Intensification: Open to High,Intensification,2007,2011,0
Middle Atlantic Coastal Plain,Intensification: Open to High,Intensification,2007,2011,100
Northern Piedmont,Intensification: Open to High,Intensification,2007,2011,60
Southeastern Plains,Intensification: Open to High,Intensification,2007,2011,160
Blue Ridge,Intensification: Open to High,Intensification,2007,2011,20
Ridge and Valley,Intensification: Open to High,Intensification,2007,2011,120
Southwestern Appalachians,Intensification: Open to High,Intensification,2007,2011,0
Central Appalachians,Intensification: Open to High,Intensification,2007,2011,20
Western Allegheny Plateau,Intensification: Open to High,Intensification,2007,2011,40
Interior Plateau,Intensification: Open to High,Intensification,2007,2011,140
Interior River Valleys and Hills,Intensification: Open to High,Intensification,2007,2011,80
Mississippi Alluvial Plain,Intensification: Open to High,Intensification,2007,2011,60
Mississippi Valley Loess Plains,Intensification: Open to High,Intensification,2007,2011,100
Southern Coastal Plain,Intensification: Open to High,Intensification,2007,2011,380
Southern Florida Coastal Plain,Intensification: Open to High,Intensification,2007,2011,40
North Cascades,Intensification: Open to High,Intensification,2007,2011,0
Klamath Mountains/California High North Coast Range,Intensification: Open to High,Intensification,2007,2011,0
Madrean Archipelago,Intensification: Open to High,Intensification,2007,2011,0
Northern Basin and Range,Intensification: Open to High,Intensification,2007,2011,0
Sonoran Basin and Range,Intensification: Open to High,Intensification,2007,2011,80
Acadian Plains and Hills,Intensification: Open to High,Intensification,2007,2011,20
Eastern Great Lakes Lowlands,Intensification: Open to High,Intensification,2007,2011,40
Atlantic Coastal Pine Barrens,Intensification: Open to High,Intensification,2007,2011,0
Southern California/Northern Baja Coast,Intensification: Open to High,Intensification,2007,2011,180
Coast Range,Intensification: Open to High,Intensification,2012,2016,0
Puget Lowland,Intensification: Open to High,Intensification,2012,2016,0
Willamette Valley,Intensification: Open to High,Intensification,2012,2016,0
Cascades,Intensification: Open to High,Intensification,2012,2016,0
Sierra Nevada,Intensification: Open to High,Intensification,2012,2016,0
Central California Foothills and Coastal Mountains,Intensification: Open to High,Intensification,2012,2016,0
Central California Valley,Intensification: Open to High,Intensification,2012,2016,0
Southern California Mountains,Intensification: Open to High,Intensification,2012,2016,0
Eastern Cascades Slopes and Foothills,Intensification: Open to High,Intensification,2012,2016,0
Columbia Plateau,Intensification: Open to High,Intensification,2012,2016,0
Blue Mountains,Intensification: Open to High,Intensification,2012,2016,0
Snake River Plain,Intensification: Open to High,Intensification,2012,2016,0
Central Basin and Range,Intensification: Open to High,Intensification,2012,2016,0
Mojave Basin and Range,Intensification: Open to High,Intensification,2012,2016,0
Northern Rockies,Intensification: Open to High,Intensification,2012,2016,0
Idaho Batholith,Intensification: Open to High,Intensification,2012,2016,0
Middle Rockies,Intensification: Open to High,Intensification,2012,2016,0
Wyoming Basin,Intensification: Open to High,Intensification,2012,2016,0
Wasatch and Uinta Mountains,Intensification: Open to High,Intensification,2012,2016,0
Colorado Plateaus,Intensification: Open to High,Intensification,2012,2016,0
Southern Rockies,Intensification: Open to High,Intensification,2012,2016,0
Arizona/New Mexico Plateau,Intensification: Open to High,Intensification,2012,2016,0
Arizona/New Mexico Mountains,Intensification: Open to High,Intensification,2012,2016,0
Chihuahuan Deserts,Intensification: Open to High,Intensification,2012,2016,0
High Plains,Intensification: Open to High,Intensification,2012,2016,0
Southwestern Tablelands,Intensification: Open to High,Intensification,2012,2016,0
Central Great Plains,Intensification: Open to High,Intensification,2012,2016,0
Flint Hills,Intensification: Open to High,Intensification,2012,2016,0
Cross Timbers,Intensification: Open to High,Intensification,2012,2016,0
Edwards Plateau,Intensification: Open to High,Intensification,2012,2016,0
Southern Texas Plains,Intensification: Open to High,Intensification,2012,2016,0
Texas Blackland Prairies,Intensification: Open to High,Intensification,2012,2016,0
East Central Texas Plains,Intensification: Open to High,Intensification,2012,2016,0
Western Gulf Coastal Plain,Intensification: Open to High,Intensification,2012,2016,0
South Central Plains,Intensification: Open to High,Intensification,2012,2016,0
Ouachita Mountains,Intensification: Open to High,Intensification,2012,2016,0
Arkansas Valley,Intensification: Open to High,Intensification,2012,2016,0
Boston Mountains,Intensification: Open to High,Intensification,2012,2016,0
Ozark Highlands,Intensification: Open to High,Intensification,2012,2016,0
Central Irregular Plains,Intensification: Open to High,Intensification,2012,2016,0
Canadian Rockies,Intensification: Open to High,Intensification,2012,2016,0
Northwestern Glaciated Plains,Intensification: Open to High,Intensification,2012,2016,0
Northwestern Great Plains,Intensification: Open to High,Intensification,2012,2016,0
Nebraska Sand Hills,Intensification: Open to High,Intensification,2012,2016,0
Piedmont,Intensification: Open to High,Intensification,2012,2016,0
Northern Glaciated Plains,Intensification: Open to High,Intensification,2012,2016,0
Western Corn Belt Plains,Intensification: Open to High,Intensification,2012,2016,0
Lake Agassiz Plain,Intensification: Open to High,Intensification,2012,2016,0
Northern Minnesota Wetlands,Intensification: Open to High,Intensification,2012,2016,0
Northern Lakes and Forests,Intensification: Open to High,Intensification,2012,2016,0
North Central Hardwood Forests,Intensification: Open to High,Intensification,2012,2016,0
Driftless Area,Intensification: Open to High,Intensification,2012,2016,0
Southeastern Wisconsin Till Plains,Intensification: Open to High,Intensification,2012,2016,0
Central Corn Belt Plains,Intensification: Open to High,Intensification,2012,2016,0
Eastern Corn Belt Plains,Intensification: Open to High,Intensification,2012,2016,0
Southern Michigan/Northern Indiana Drift Plains,Intensification: Open to High,Intensification,2012,2016,0
Huron/Erie Lake Plains,Intensification: Open to High,Intensification,2012,2016,0
Northeastern Highlands,Intensification: Open to High,Intensification,2012,2016,0
Northeastern Coastal Zone,Intensification: Open to High,Intensification,2012,2016,0
Northern Allegheny Plateau,Intensification: Open to High,Intensification,2012,2016,0
Erie Drift Plain,Intensification: Open to High,Intensification,2012,2016,0
North Central Appalachians,Intensification: Open to High,Intensification,2012,2016,0
Middle Atlantic Coastal Plain,Intensification: Open to High,Intensification,2012,2016,0
Northern Piedmont,Intensification: Open to High,Intensification,2012,2016,0
Southeastern Plains,Intensification: Open to High,Intensification,2012,2016,0
Blue Ridge,Intensification: Open to High,Intensification,2012,2016,0
Ridge and Valley,Intensification: Open to High,Intensification,2012,2016,0
Southwestern Appalachians,Intensification: Open to High,Intensification,2012,2016,0
Central Appalachians,Intensification: Open to High,Intensification,2012,2016,0
Western Allegheny Plateau,Intensification: Open to High,Intensification,2012,2016,0
Interior Plateau,Intensification: Open to High,Intensification,2012,2016,0
Interior River Valleys and Hills,Intensification: Open to High,Intensification,2012,2016,0
Mississippi Alluvial Plain,Intensification: Open to High,Intensification,2012,2016,0
Mississippi Valley Loess Plains,Intensification: Open to High,Intensification,2012,2016,0
Southern Coastal Plain,Intensification: Open to High,Intensification,2012,2016,0
Southern Florida Coastal Plain,Intensification: Open to High,Intensification,2012,2016,0
North Cascades,Intensification: Open to High,Intensification,2012,2016,0
Klamath Mountains/California High North Coast Range,Intensification: Open to High,Intensification,2012,2016,0
Madrean Archipelago,Intensification: Open to High,Intensification,2012,2016,0
Northern Basin and Range,Intensification: Open to High,Intensification,2012,2016,0
Sonoran Basin and Range,Intensification: Open to High,Intensification,2012,2016,0
Acadian Plains and Hills,Intensification: Open to High,Intensification,2012,2016,0
Eastern Great Lakes Lowlands,Intensification: Open to High,Intensification,2012,2016,0
Atlantic Coastal Pine Barrens,Intensification: Open to High,Intensification,2012,2016,0
Southern California/Northern Baja Coast,Intensification: Open to High,Intensification,2012,2016,0
Coast Range,Intensification: Low to Medium,Intensification,2001,2006,60
Puget Lowland,Intensification: Low to Medium,Intensification,2001,2006,400
Willamette Valley,Intensification: Low to Medium,Intensification,2001,2006,60
Cascades,Intensification: Low to Medium,Intensification,2001,2006,0
Sierra Nevada,Intensification: Low to Medium,Intensification,2001,2006,20
Central California Foothills and Coastal Mountains,Intensification: Low to Medium,Intensification,2001,2006,180
Central California Valley,Intensification: Low to Medium,Intensification,2001,2006,100
Southern California Mountains,Intensification: Low to Medium,Intensification,2001,2006,0
Eastern Cascades Slopes and Foothills,Intensification: Low to Medium,Intensification,2001,2006,20
Columbia Plateau,Intensification: Low to Medium,Intensification,2001,2006,60
Blue Mountains,Intensification: Low to Medium,Intensification,2001,2006,20
Snake River Plain,Intensification: Low to Medium,Intensification,2001,2006,80
Central Basin and Range,Intensification: Low to Medium,Intensification,2001,2006,80
Mojave Basin and Range,Intensification: Low to Medium,Intensification,2001,2006,180
Northern Rockies,Intensification: Low to Medium,Intensification,2001,2006,20
Idaho Batholith,Intensification: Low to Medium,Intensification,2001,2006,0
Middle Rockies,Intensification: Low to Medium,Intensification,2001,2006,0
Wyoming Basin,Intensification: Low to Medium,Intensification,2001,2006,40
Wasatch and Uinta Mountains,Intensification: Low to Medium,Intensification,2001,2006,0
Colorado Plateaus,Intensification: Low to Medium,Intensification,2001,2006,0
Southern Rockies,Intensification: Low to Medium,Intensification,2001,2006,20
Arizona/New Mexico Plateau,Intensification: Low to Medium,Intensification,2001,2006,80
Arizona/New Mexico Mountains,Intensification: Low to Medium,Intensification,2001,2006,80
